@relation data_training-weka.filters.unsupervised.attribute.Remove-R1-2

@attribute age {0,1,2,3,4,5,6,7,8,9,10}
@attribute aadt numeric
@attribute trucks numeric
@attribute elevation numeric
@attribute precip numeric
@attribute min_temp numeric
@attribute max_temp numeric
@attribute wet_days numeric
@attribute freeze_thaw numeric
@attribute rut_depth numeric
@attribute number_of_lanes {1,2,3}
@attribute sys_id {1,2,3}
@attribute f_class {1,2,3,4,5,6,7}
@attribute category {1,2,3,4,5}
@attribute psi numeric

@data
0,70,20,5250,6.88,37,68,37,143,0.27,1,3,5,5,3.1
0,11435,3693,2250,3.07,52,83,18,43,0.07,2,1,1,1,4.2
2,10000,2500,2250,3.07,52,83,18,43,0.02,2,1,1,1,4.24
3,1550,493,5250,10.35,32,63,50,183,0.083,1,2,3,2,4.21
0,9050,2172,2250,3.07,52,83,18,43,0.09,2,1,1,1,4.27
1,3900,1259,3750,5.55,38,69,38,119,0.09,2,1,1,1,4.32
9,255,21,4750,6.28,39,71,34,129,0.022,1,3,5,5,3.74
3,2650,1142,6250,14.05,31,59,67,165,0.04,2,1,1,1,3.6
0,6333,195,5250,7.95,31,63,56,216,0.11,2,3,5,2,4.06
6,1200,338,4250,5.8,41,73,31,100,0.024,1,2,3,2,4.09
0,3058,733,1750,3.07,52,83,18,43,0.09,2,3,4,3,4.22
6,250,45,6250,14.05,31,59,67,165,0.045,1,3,4,4,3.33
5,1000,150,2750,5.17,50,80,22,69,0.03,1,3,5,3,3.94
3,6000,1367,1750,3.07,52,83,18,43,0,1,2,3,2,4.28
3,750,115,3750,5.55,38,69,38,119,0.03,1,2,3,3,3.66
3,4750,1280,3250,7.58,41,70,36,108,0.05,1,2,3,2,4.12
0,3705,1450,4250,6.65,36,67,41,154,0.02,2,1,1,1,4.44
0,130,10,4750,6.28,39,71,34,129,0,1,3,5,5,3.29
2,3150,1291,4750,6.25,32,65,50,230,0.19,2,1,1,1,4.35
1,6050,425,4750,6.65,36,67,41,154,0.07,1,2,3,2,4.13
0,9500,2500,1750,3.07,52,83,18,43,0,2,1,1,1,4.24
4,3500,1750,3750,5.55,38,69,38,119,0.077,2,1,1,1,4.16
0,1250,245,4250,6,36,67,41,154,0,1,2,3,2,4.35
3,1050,414,4250,5.8,41,73,31,100,0.031,1,2,3,2,4.04
0,8535,2125,2250,5.17,50,80,22,69,0.09,2,1,1,1,4.32
1,1775,301,3750,5.36,44,76,29,77,0.02,2,2,3,1,4.04
1,13000,2375,4250,6,36,67,41,154,0,2,1,1,1,4.22
5,4300,1280,3250,7.58,41,70,36,108,0.111,1,2,3,2,4.2
0,320,54,5750,10.6,30,62,63,189,0.03,1,3,4,4,4.31
2,3675,1575,4250,6,36,67,41,154,0.08,2,1,1,1,4.29
6,335,63,5750,10.6,30,62,63,189,0.027,1,2,3,3,3.96
6,15500,3650,4250,6,36,67,41,154,0.03,2,1,1,1,4.16
1,600,60,3750,5.55,38,69,38,119,0.01,1,2,3,3,4.3
0,3650,1460,5250,7.95,31,63,56,216,0.06,2,1,1,1,4.4
0,17500,2900,4750,6.65,36,67,41,154,0.048,2,1,1,1,4.35
1,36500,4033,4750,6.65,36,67,41,154,0.1,2,1,1,1,4.26
7,145,12,5250,7.95,31,63,56,216,0.051,1,3,5,5,3.89
0,550,175,4250,5.8,41,73,31,100,0.03,1,2,3,3,4.35
1,17500,3315,4750,6.65,36,67,41,154,0.08,2,1,1,1,3.43
6,385,53,5750,10.6,30,62,63,189,0.057,1,2,3,3,4.01
5,600,41,4250,5.8,41,73,31,100,0.019,1,2,3,3,3.72
2,45,15,5750,10.6,30,62,63,189,0.091,1,3,5,5,3.37
3,13100,4309,4250,6,36,67,41,154,0.04,2,1,1,1,4.37
2,3900,1470,4750,6.65,36,67,41,154,0,2,1,1,1,4.23
8,240,72,6250,8.75,32,63,42,166,0.034,1,3,4,4,3.16
6,550,56,5250,6.88,37,68,37,143,0.071,1,3,4,4,3.36
5,1550,403,4250,5.8,41,73,31,100,0.019,1,2,3,2,4.02
2,11050,994,4250,6,36,67,41,154,0.06,2,1,1,1,4.36
5,205,75,5250,7.95,31,63,56,216,0,1,3,5,4,3.95
1,295,85,5250,10.35,32,63,50,183,0.12,1,3,5,4,3.52
2,3425,1825,5250,7.95,31,63,56,216,0,2,1,1,1,4.37
2,2550,1142,5750,10.6,30,62,63,189,0.038,2,1,1,1,3.59
7,11500,2827,4250,6,36,67,41,154,0.013,2,1,1,1,3.77
4,1050,500,5750,10.6,30,62,63,189,0.065,1,2,3,2,4.2
1,155,95,5750,7.71,34,66,40,156,0.14,1,3,4,5,4.47
3,225,35,4250,6,36,67,41,154,0.16,1,3,5,5,3.6
0,750,180,3750,5.55,38,69,38,119,0.04,1,2,3,3,4.14
4,3900,359,4750,6.28,39,71,34,129,0.105,2,3,3,3,2.77
2,3350,330,5250,10.35,32,63,50,183,0,1,2,3,2,4.04
0,1100,500,6250,14.05,31,59,67,165,0,1,2,3,2,4.37
6,3700,1750,3750,5.55,38,69,38,119,0.095,2,1,1,1,4.11
2,45,2,5750,10.6,30,62,63,189,0.137,1,3,6,5,3.43
5,150,15,6250,8.75,32,63,42,166,0,1,3,4,5,3.93
0,19038,3617,2750,5.17,50,80,22,69,0.04,2,1,1,1,4.31
5,1000,150,2750,5.17,50,80,22,69,0.03,1,3,5,3,4.21
1,1775,301,3750,5.36,44,76,29,77,0,2,2,3,1,4.16
1,3950,1619,4250,6,36,67,41,154,0.08,2,1,1,1,4.47
6,1100,125,5250,7.95,31,63,56,216,0.032,1,3,4,3,3.89
6,2100,140,5250,10.35,32,63,50,183,0.141,1,3,4,3,4.02
0,600,73,1750,3.07,52,83,18,43,0.15,1,3,5,4,2.82
0,5500,703,5750,12.9,31,60,55,179,0.069,2,2,3,2,4.25
6,3700,1750,3750,5.55,38,69,38,119,0.113,2,1,1,1,4.18
7,495,110,4250,6,36,67,41,154,0.035,1,2,3,3,3.89
7,150,15,6250,8.75,32,63,42,166,0.028,1,3,4,5,3.68
3,9500,1891,2250,3.07,52,83,18,43,0.054,2,1,1,1,3.23
7,3250,330,7750,26.95,29,51,74,126,0.137,1,3,4,3,3.49
10,2850,152,7250,22.95,30,53,70,143,0.159,1,3,4,3,3.29
0,4403,889,1750,3.07,52,83,18,43,0.02,1,2,3,2,4.28
4,3600,1600,4250,6,36,67,41,154,0.048,2,1,1,1,3.42
0,75,13,5250,6.88,37,68,37,143,0,1,3,5,5,2.49
1,1300,262,3750,5.55,38,69,38,119,0,1,2,3,2,4.28
6,2150,466,2750,5.17,50,80,22,69,0.13,2,3,4,2,3.71
1,550,111,7250,23.15,33,54,77,128,0.03,1,2,3,3,3.98
0,2425,125,6750,19.25,30,56,65,158,0.07,1,3,4,3,3.95
7,3900,1670,4250,6,36,67,41,154,0.025,2,1,1,1,3.6
2,2700,213,4250,6,36,67,41,154,0.06,1,3,4,3,4.31
4,170,14,5750,10.6,30,62,63,189,0.187,1,3,5,5,2.22
9,255,21,3750,5.36,44,76,29,77,0.013,1,3,5,5,3.95
2,215,36,6250,14.05,31,59,67,165,0.09,1,3,4,4,3.75
1,4500,350,4750,6.65,36,67,41,154,0.02,2,2,3,3,4.24
4,135,11,5250,6.88,37,68,37,143,0.1,1,3,5,5,2.87
1,10920,3935,4250,6.65,36,67,41,154,0.05,2,1,1,1,4.24
4,230,19,3750,8.78,43,72,32,102,0.124,1,3,5,5,2.77
7,290,30,8250,14.47,22,53,53,198,0.046,1,3,5,5,3.46
7,3750,1670,4250,6,36,67,41,154,0.027,2,1,1,1,3.89
2,700,137,5750,10.6,30,62,63,189,0.096,1,2,3,3,3.29
1,800,52,3750,5.55,38,69,38,119,0,1,2,3,3,3.91
0,285,30,5750,7.71,34,66,40,156,0,1,3,4,4,3.97
2,50,8,5250,6.88,37,68,37,143,0.22,1,3,5,5,3.16
2,3900,1670,4250,6,36,67,41,154,0.031,2,1,1,1,4.06
7,280,10,4750,6.25,32,65,50,230,0.078,1,3,6,5,3.37
4,21000,200,4250,6,36,67,41,154,0.103,2,3,3,2,4.01
2,340,60,5750,10.6,30,62,63,189,0,1,2,3,3,4.06
0,5200,485,4250,6,36,67,41,154,0.02,1,2,3,2,4.28
4,1600,37,5250,10.35,32,63,50,183,0.036,1,3,5,3,3.86
1,4800,1550,5250,7.95,31,63,56,216,0.04,2,1,1,1,4.45
4,3925,1600,3750,5.55,38,69,38,119,0.07,2,1,1,1,4.15
4,215,18,5750,10.6,30,62,63,189,0.066,1,3,5,5,2.8
6,3250,1459,2250,3.07,52,83,18,43,0.053,2,2,3,2,3.81
1,650,138,5750,10.6,30,62,63,189,0.108,1,2,3,3,3.91
4,1100,367,6250,14.05,31,59,67,165,0.077,1,2,3,2,3.86
4,53500,2702,2250,3.07,52,83,18,43,0.064,3,2,1,1,3.34
4,1100,225,5750,10.6,30,62,63,189,0,1,2,3,2,4.31
3,3800,1577,4250,6,36,67,41,154,0.106,2,1,1,1,3.8
1,3450,1339,4750,6.25,32,65,50,230,0.04,2,1,1,1,4.15
1,4075,1670,4250,6,36,67,41,154,0.15,2,1,1,1,4.19
0,8535,2125,2250,5.17,50,80,22,69,0.18,2,1,1,1,4.32
0,1525,298,6750,18.25,32,57,73,145,0.1,1,2,3,3,4.32
5,110,25,4750,6.28,39,71,34,129,0,1,3,4,5,4.16
0,1083,303,5750,10.6,30,62,63,189,0.1,1,2,3,3,4.2
4,2050,415,5250,10.35,32,63,50,183,0.071,1,2,3,2,4.17
7,12500,640,4750,6.65,36,67,41,154,0.15,2,2,3,2,4.09
1,1675,490,4250,5.8,41,73,31,100,0.02,1,2,3,2,4.31
2,1175,237,3750,5.36,44,76,29,77,0.01,1,2,3,2,4.44
3,3750,1398,4250,6,36,67,41,154,0.039,2,1,1,1,4.02
1,1100,225,5750,10.6,30,62,63,189,0.05,1,2,3,2,4.45
7,4050,1670,3750,5.55,38,69,38,119,0.086,2,1,1,1,4.11
4,115,11,4750,6.28,39,71,34,129,0,1,3,4,5,3.68
2,12000,3559,2250,3.07,52,83,18,43,0.03,2,1,1,1,3.92
3,3975,1750,3750,5.55,38,69,38,119,0.09,2,1,1,1,4.39
2,3650,1279,4750,6.65,36,67,41,154,0,2,1,1,1,3.4
0,4150,1365,4250,6,36,67,41,154,0.13,2,1,1,1,4.29
0,1083,303,5750,10.6,30,62,63,189,0.04,1,2,3,3,4.36
4,3400,1470,5250,7.95,31,63,56,216,0.076,2,1,1,1,4.09
2,3058,733,2750,5.17,50,80,22,69,0.23,2,3,4,3,2.97
2,3700,1279,4250,6,36,67,41,154,0,2,1,1,1,3.58
1,2450,1128,6750,18.25,32,57,73,145,0.041,2,1,1,1,3.8
4,525,140,3750,5.55,38,69,38,119,0,1,2,3,3,4.14
8,280,72,5750,7.71,34,66,40,156,0.028,1,3,4,4,3.45
2,25,2,4250,5.8,41,73,31,100,0.143,1,3,5,5,2.16
0,3045,250,2250,5.17,50,80,22,69,0.06,2,3,4,3,3.12
3,3950,1700,4250,6,36,67,41,154,0.02,2,1,1,1,4.33
1,145,95,6250,8.75,32,63,42,166,0.1,1,3,4,5,4.25
0,285,30,6250,8.75,32,63,42,166,0.06,1,3,4,4,3.83
3,6000,1367,1750,3.07,52,83,18,43,0,1,2,3,2,4.11
4,1825,425,3750,5.36,44,76,29,77,0.02,2,2,3,1,3.88
7,1200,271,4250,5.8,41,73,31,100,0.033,1,2,3,2,3.88
0,5450,1100,1750,3.07,52,83,18,43,0,2,2,3,2,4.35
1,650,138,5750,10.6,30,62,63,189,0.085,1,2,3,3,3.91
6,6000,20,2750,5.17,50,80,22,69,0.06,1,3,4,2,4.09
2,14350,1235,2250,3.07,52,83,18,43,0.07,1,3,3,2,3.81
6,460,45,6750,18.25,32,57,73,145,0.03,1,2,3,3,3.97
0,1200,432,3750,5.55,38,69,38,119,0.1,1,2,3,2,4.2
7,245,25,4250,5.8,41,73,31,100,0.018,1,3,5,5,3.86
3,3550,195,4250,6,36,67,41,154,0.08,1,2,3,2,3.99
3,2800,1435,6250,14.05,31,59,67,165,0.03,2,1,1,1,4.21
2,700,137,5750,10.6,30,62,63,189,0.046,1,2,3,3,3.67
2,500,150,5750,10.6,30,62,63,189,0,1,2,3,3,3.48
1,145,40,5750,7.71,34,66,40,156,0.09,1,3,4,5,4.16
2,3400,993,5250,7.95,31,63,56,216,0.06,2,1,1,1,4.34
4,22000,1492,2250,3.07,52,83,18,43,0.043,1,2,3,2,4.05
5,1250,160,4250,6,36,67,41,154,0.036,1,2,3,2,4.3
0,340,60,5750,10.6,30,62,63,189,0,1,2,3,3,4.16
5,3700,1800,4250,6,36,67,41,154,0,2,1,1,1,4.33
4,1550,370,4250,5.8,41,73,31,100,0.023,1,2,3,2,4.32
5,330,65,6750,18.25,32,57,73,145,0.037,1,2,3,3,3.79
4,9050,2500,2250,3.07,52,83,18,43,0.06,2,1,1,1,4.2
7,3800,1670,3750,5.55,38,69,38,119,0.05,2,1,1,1,3.53
9,115,11,5250,6.88,37,68,37,143,0.052,1,3,4,5,3.52
3,150,30,5750,7.71,34,66,40,156,0.07,1,3,4,5,4.09
1,16250,3250,4250,6,36,67,41,154,0,2,1,1,1,3.89
4,4750,1237,3250,7.58,41,70,36,108,0,1,2,3,2,4.09
2,11700,2100,4250,6,36,67,41,154,0.08,2,1,1,1,4.36
1,23250,3118,2750,5.17,50,80,22,69,0.05,3,1,1,1,3.7
2,110,25,4750,6.28,39,71,34,129,0.037,1,3,4,5,3.95
6,11000,837,1750,3.07,52,83,18,43,0.033,2,3,3,2,3.25
5,3800,1600,4250,6,36,67,41,154,0.03,2,1,1,1,4.23
5,1175,455,4250,5.8,41,73,31,100,0.04,1,2,3,2,3.92
1,3700,1700,3750,5.55,38,69,38,119,0.01,2,1,1,1,4.35
6,4350,998,3250,7.58,41,70,36,108,0.095,2,2,3,2,4.01
0,750,126,4250,6,36,67,41,154,0.07,1,3,4,3,4.07
6,1200,338,4250,5.8,41,73,31,100,0.022,1,2,3,2,4.12
4,2150,466,2750,5.17,50,80,22,69,0.123,2,3,4,2,3.94
4,925,74,4250,6,36,67,41,154,0.02,1,3,5,3,4.3
1,85,8,5250,6.88,37,68,37,143,0,1,3,5,5,2.67
8,3900,1577,3750,5.55,38,69,38,119,0.03,2,1,1,1,3.49
2,13650,357,1750,3.07,52,83,18,43,0,3,3,4,2,4.26
1,24750,1275,2250,3.07,52,83,18,43,0.09,3,2,3,2,3.87
1,12700,254,1750,3.07,52,83,18,43,0.13,2,3,4,2,2.91
5,1250,160,4250,5.8,41,73,31,100,0.089,1,2,3,2,3.77
2,320,54,6750,18.25,32,57,73,145,0.06,1,3,4,4,4.14
4,550,85,7250,23.15,33,54,77,128,0,1,2,3,3,4.04
2,2625,1250,6250,14.05,31,59,67,165,0.12,2,1,1,1,4.26
0,4403,889,2250,3.07,52,83,18,43,0,1,2,3,2,4.35
4,220,85,5750,7.71,34,66,40,156,0,1,3,4,4,3.81
4,2650,1250,5750,10.6,30,62,63,189,0.062,2,1,1,1,4.13
4,105,10,2250,3.07,52,83,18,43,0.039,1,3,5,4,3.3
1,3850,525,2750,5.17,50,80,22,69,0.07,2,2,2,2,4.19
4,12700,2100,4250,6,36,67,41,154,0.04,2,1,1,1,4.24
0,13550,2375,4250,6,36,67,41,154,0.04,2,1,1,1,4.26
6,14500,790,4750,6.65,36,67,41,154,0.286,2,2,3,1,3.68
7,1100,271,3750,5.55,38,69,38,119,0,1,2,3,2,3.84
0,900,125,3750,5.55,38,69,38,119,0,1,2,3,3,3.98
0,55,1,5750,10.6,30,62,63,189,0,1,3,6,5,2.99
8,240,72,6250,14.05,31,59,67,165,0.044,1,3,4,4,3.47
2,70,23,5750,10.6,30,62,63,189,0.026,1,3,5,5,3.71
2,75,3,5250,6.88,37,68,37,143,0.072,1,3,6,5,2.65
2,3150,1291,4750,6.25,32,65,50,230,0.21,2,1,1,1,4.36
2,75,13,5250,6.88,37,68,37,143,0,1,3,5,5,3.24
0,8445,2125,1750,3.97,52,83,18,43,0.1,2,1,1,1,4.35
3,650,75,6750,18.25,32,57,73,145,0.02,1,2,3,3,4.19
0,315,61,5750,10.6,30,62,63,189,0.1,1,2,3,3,4.26
6,400,115,7250,23.15,33,54,77,128,0.03,1,2,3,3,3.77
2,365,85,6750,18.25,32,57,73,145,0.04,1,2,3,3,4.22
0,2075,50,5250,10.35,32,63,50,183,0,1,3,5,3,4.39
6,4400,425,4750,6.65,36,67,41,154,0.092,1,2,3,2,3.85
6,3650,1300,4250,6,36,67,41,154,0.077,2,1,1,1,4.25
0,2600,855,6250,14.05,31,59,67,165,0.16,2,1,1,1,4.14
1,365,85,5750,10.6,30,62,63,189,0.02,1,2,3,3,4.06
1,1250,378,4250,5.8,41,73,31,100,0.022,1,2,3,2,4.29
4,385,40,4750,6.25,32,65,50,230,0.055,1,3,5,4,3.86
4,650,66,5250,10.35,32,63,50,183,0.061,1,3,4,4,4.19
4,3500,1750,3750,5.55,38,69,38,119,0.071,2,1,1,1,3.92
5,600,138,3750,5.55,38,69,38,119,0,1,2,3,3,4.26
3,245,29,3750,5.36,44,76,29,77,0.1,1,3,5,4,3.96
1,1100,378,4250,5.8,41,73,31,100,0.018,1,2,3,2,4.19
4,650,85,6750,18.25,32,57,73,145,0,1,2,3,3,4.01
1,3700,1700,3750,5.55,38,69,38,119,0.01,2,1,1,1,4.35
2,45,15,5750,10.6,30,62,63,189,0.034,1,3,5,5,3.06
8,370,125,6250,14.05,31,59,67,165,0.08,1,3,4,4,3.37
0,2700,329,5250,10.35,32,63,50,183,0.06,1,3,5,3,4.19
0,1675,490,4250,5.8,41,73,31,100,0.01,1,2,3,2,4.42
6,1150,555,4250,5.8,41,73,31,100,0,1,2,3,2,4.12
5,1600,160,4250,6,36,67,41,154,0.062,1,3,5,3,4.31
1,3250,1500,5250,7.95,31,63,56,216,0.03,2,1,1,1,4.37
2,3225,1435,5250,7.95,31,63,56,216,0.04,2,1,1,1,4.29
0,16850,640,1750,3.97,52,83,18,43,0.05,3,3,4,2,4.1
0,370,50,5750,10.6,30,62,63,189,0.1,1,2,3,3,4.37
3,650,138,5750,10.6,30,62,63,189,0.027,1,2,3,3,4.12
0,195,20,5250,6.88,37,68,37,143,0.02,1,3,4,5,3.9
1,4250,487,3750,5.55,38,69,38,119,0,1,2,3,2,4.23
3,230,28,4750,6.25,32,65,50,230,0,1,3,5,5,3.83
6,250,45,6250,14.05,31,59,67,165,0.069,1,3,4,4,3.69
5,13200,3250,4250,6,36,67,41,154,0.06,2,1,1,1,4.2
5,75,13,5250,6.88,37,68,37,143,0,1,3,5,5,2.94
3,3950,1700,4250,6,36,67,41,154,0,2,1,1,1,4.39
0,60,15,5750,10.6,30,62,63,189,0,1,3,5,5,2.99
2,12000,650,2250,3.07,52,83,18,43,0.111,2,3,3,2,3.07
6,400,115,7750,29.42,34,50,80,116,0.043,1,2,3,3,4.15
2,3955,1301,3750,5.55,38,69,38,119,0.13,2,1,1,1,4.42
3,2675,1225,5750,10.6,30,62,63,189,0.04,2,1,1,1,4.28
2,3500,378,1750,3.07,52,83,18,43,0.08,2,3,4,2,4.23
0,23000,5000,3250,7.58,41,70,36,108,0.06,2,1,1,1,3.81
0,180,30,6250,14.05,31,59,67,165,0.06,1,3,4,5,4.2
3,2450,1128,6750,18.25,32,57,73,145,0.067,3,1,1,1,4.1
0,455,89,7250,23.15,33,54,77,128,0.09,1,2,3,3,4.2
1,900,90,3750,5.55,38,69,38,119,0.044,1,3,6,3,4.05
2,3925,1609,4250,6,36,67,41,154,0.11,2,1,1,1,4.3
4,3875,1500,4250,6,36,67,41,154,0.04,2,1,1,1,4.35
0,1100,210,3750,5.36,44,76,29,77,0.06,1,2,3,2,4.42
6,250,45,6250,14.05,31,59,67,165,0.054,1,3,4,4,3.47
2,700,137,5750,10.6,30,62,63,189,0.044,1,2,3,3,3.42
0,270,55,5750,10.6,30,62,63,189,0,1,2,3,3,3.33
4,3100,415,5250,10.35,32,63,50,183,0.07,1,2,3,2,4.27
3,150,30,5750,7.71,34,66,40,156,0.03,1,3,4,5,4.14
6,3700,1750,3750,5.55,38,69,38,119,0.114,2,1,1,1,4.18
0,850,60,5750,10.6,30,62,63,189,0.02,1,3,4,4,4.37
2,10000,2500,2250,3.07,52,83,18,43,0.02,2,1,1,1,4.23
3,4500,330,4750,6.65,36,67,41,154,0.01,1,2,3,2,4.31
5,5500,1435,5250,7.95,31,63,56,216,0,2,1,1,1,4.44
2,650,100,5750,10.6,30,62,63,189,0.039,1,2,3,3,4.44
5,2550,1128,5750,10.6,30,62,63,189,0.054,2,1,1,1,4.03
4,55,5,4750,6.28,39,71,34,129,0.059,1,3,5,5,2.98
0,3900,343,4250,6,36,67,41,154,0.03,2,1,1,1,4.12
9,200,17,4250,6,36,67,41,154,0.034,1,3,5,5,2.88
2,365,85,5750,10.6,30,62,63,189,0.04,1,2,3,3,4.33
4,220,85,6250,8.75,32,63,42,166,0,1,3,4,4,3.76
2,110,25,5750,7.71,34,66,40,156,0.073,1,3,4,5,3.09
1,13550,300,2250,3.07,52,83,18,43,0.04,1,3,3,2,3.5
6,400,115,7250,23.15,33,54,77,128,0.023,1,2,3,3,4.25
0,100,5,5250,6.88,37,68,37,143,0,1,3,5,5,2.94
7,130,15,4250,6,36,67,41,154,0.034,1,3,5,5,3
0,1300,30,3250,4.93,46,78,26,53,0.1,1,3,5,3,4.25
1,4075,1670,3750,5.55,38,69,38,119,0.08,2,1,1,1,4.38
0,315,53,4750,6.28,39,71,34,129,0.05,1,3,4,4,3.81
1,2625,1250,5750,10.6,30,62,63,189,0.09,2,1,1,1,4.2
7,3300,1413,5250,7.95,31,63,56,216,0.04,2,1,1,1,4.09
9,3600,1279,4750,6.25,32,65,50,230,0.021,2,1,1,1,3.66
8,1650,112,3250,4.93,46,78,26,53,0.031,2,2,3,1,3.2
4,2400,455,4250,6,36,67,41,154,0.048,1,3,4,3,3.97
5,1175,455,4250,5.8,41,73,31,100,0.05,1,2,3,2,4.21
9,215,47,6250,8.75,32,63,42,166,0.025,1,3,4,5,3.43
0,285,25,6250,8.75,32,63,42,166,0.08,1,3,4,4,3.79
5,5500,1435,5250,7.95,31,63,56,216,0,2,1,1,1,4.44
0,525,155,5750,10.6,30,62,63,189,0,1,2,3,3,4.31
5,22000,3026,3250,7.58,41,70,36,108,0.051,2,1,1,1,2.83
3,3850,425,3750,5.55,38,69,38,119,0.043,1,2,3,2,4.2
2,4000,1670,4250,6,36,67,41,154,0.049,2,1,1,1,4.09
2,700,105,3750,5.55,38,69,38,119,0,1,2,3,3,4.07
5,75,13,5250,6.88,37,68,37,143,0,1,3,5,5,2.92
2,215,36,5750,7.71,34,66,40,156,0,1,3,4,4,3.91
4,2650,1250,6250,14.05,31,59,67,165,0.116,2,1,1,1,4.14
4,1300,430,4250,6,36,67,41,154,0,1,2,3,2,4.3
3,150,30,5750,7.71,34,66,40,156,0.02,1,3,4,5,4.1
1,7950,2305,2250,3.07,52,83,18,43,0.06,2,1,1,1,4.42
2,4150,1365,4250,6,36,67,41,154,0.07,2,1,1,1,4.43
3,1100,500,5750,10.6,30,62,63,189,0,1,2,3,2,4.24
4,4150,425,4750,6.65,36,67,41,154,0.14,2,2,3,2,4.18
4,350,85,6750,18.25,32,57,73,145,0,1,2,3,3,4.21
7,150,15,6250,8.75,32,63,42,166,0.026,1,3,4,5,3.76
2,70,23,6250,14.05,31,59,67,165,0.058,1,3,5,5,3.24
5,330,65,6750,18.25,32,57,73,145,0.036,1,2,3,3,3.77
4,2525,470,4250,6,36,67,41,154,0.02,1,3,3,3,4.12
0,60,15,6250,14.05,31,59,67,165,0,1,3,5,5,3.11
0,2622,250,2750,6.37,48,78,25,87,0.08,2,3,4,2,3.51
0,5350,1460,4750,6.25,32,65,50,230,0.05,2,1,1,1,4.33
6,1100,367,5750,10.6,30,62,63,189,0.04,1,2,3,2,3.85
4,3450,1339,4750,6.65,36,67,41,154,0.022,2,1,1,1,3.72
0,3750,1700,4250,6,36,67,41,154,0.01,2,1,1,1,4.26
4,1100,367,5250,7.95,31,63,56,216,0.062,1,2,3,2,4.01
1,430,86,6750,18.25,32,57,73,145,0.04,1,2,3,3,4.4
6,9000,1891,2250,3.07,52,83,18,43,0.038,2,1,1,1,3.7
1,600,175,5750,10.6,30,62,63,189,0,1,2,3,3,4.37
4,4075,1800,3750,5.55,38,69,38,119,0.03,2,1,1,1,4.35
2,1650,473,4250,5.8,41,73,31,100,0.029,1,2,3,2,4.35
8,1150,66,3250,4.93,46,78,26,53,0.04,1,3,5,3,3.95
6,3700,1750,3750,5.55,38,69,38,119,0.135,2,1,1,1,3.9
9,250,158,4750,6.65,36,67,41,154,0.047,1,3,5,2,3.24
1,1300,262,3750,5.55,38,69,38,119,0,1,2,3,2,4.42
1,6150,1200,2250,3.07,52,83,18,43,0.02,1,2,3,2,4.33
4,950,271,5250,6.88,37,68,37,143,0.024,1,2,3,2,3.86
0,1250,300,4750,6.28,39,71,34,129,0,1,2,3,2,4.35
0,3500,1151,4750,6.25,32,65,50,230,0.12,2,1,1,1,3.94
2,1675,56,4750,6.65,36,67,41,154,0,1,3,4,3,3.71
0,1775,301,3250,4.93,46,78,26,53,0.01,2,2,3,1,4.14
4,5500,642,4250,6,36,67,41,154,0.01,1,2,3,2,4.02
0,1775,255,3250,4.93,46,78,26,53,0.12,2,2,3,1,4.29
1,4075,1316,3750,5.55,38,69,38,119,0.12,2,1,1,1,4.35
0,85,15,6250,14.05,31,59,67,165,0,1,3,5,5,3.42
4,11000,2827,4250,6,36,67,41,154,0.017,2,1,1,1,4.12
8,3950,1577,4250,6,36,67,41,154,0.023,2,1,1,1,3.55
4,3100,758,2250,3.07,52,83,18,43,0.084,2,3,4,2,4.21
6,600,197,6750,18.25,32,57,73,145,0.054,1,2,3,3,3.88
0,3925,650,4250,6,36,67,41,154,0.05,1,2,3,2,4.19
0,3375,1110,5250,7.95,31,63,56,216,0.07,2,1,1,1,4.36
4,20,1,5750,10.6,30,62,63,189,0.107,1,3,6,5,3.13
2,3600,1279,4750,6.25,32,65,50,230,0.029,2,1,1,1,3.39
2,85,7,2250,3.07,52,83,18,43,0.04,1,3,5,4,3.33
0,4150,1365,4250,6,36,67,41,154,0.11,2,1,1,1,4.35
4,100,21,5750,7.71,34,66,40,156,0.044,1,3,5,5,3.12
1,10920,3935,4250,6.65,36,67,41,154,0.04,2,1,1,1,4.31
4,380,90,5750,10.6,30,62,63,189,0,1,2,3,3,4.31
4,600,395,4250,5.8,41,73,31,100,0.063,1,2,3,3,3.77
1,4250,487,3750,5.55,38,69,38,119,0,1,2,3,2,4.16
0,20825,3470,2750,6.37,48,78,25,87,0.09,2,1,1,1,4.43
8,2050,69,2750,5.17,50,80,22,69,0.032,1,3,5,3,3.99
5,1250,160,3750,5.55,38,69,38,119,0.042,1,2,3,2,4.31
3,3450,1685,4250,6,36,67,41,154,0.058,2,1,1,1,3.88
4,1550,403,4250,5.8,41,73,31,100,0.039,1,2,3,2,4.02
1,6150,1200,1750,3.07,52,83,18,43,0.05,1,2,3,2,4.35
2,285,66,5750,10.6,30,62,63,189,0.028,1,2,3,3,2.96
1,8000,2320,2250,3.07,52,83,18,43,0.05,2,1,1,1,4.44
2,3175,1500,5250,7.95,31,63,56,216,0.02,2,1,1,1,4.24
5,4300,1280,3250,7.58,41,70,36,108,0.114,1,2,3,2,4.08
1,13500,2980,5250,10.35,32,63,50,183,0.222,2,1,1,1,3.73
0,5500,1435,4750,6.25,32,65,50,230,0,2,1,1,1,4.31
4,220,85,6250,8.75,32,63,42,166,0,1,3,4,4,3.7
0,110,25,4750,6.28,39,71,34,129,0,1,3,4,5,4.14
